"#SKU","Status","Name (EN)","Tax Code","Price","MSRP","Summary (EN)","Description (EN)","Tags","Categories","Country Catalog","Best Seller","New","Inventory","Weight","Shippable","Base product","Variant Group 1","Variant Group 2","Listing image","Image","All Images","Display Order"
"AACGC08","Active","REDEFINE MACRO Exfoliator™ Cooling Gels","P0000000",33,33,"Based on exclusive RFp3 technology, each ampule instantly soothes and calms macro-exfoliated skin, speeds the reduction of visible redness and enhances skin’s resiliency.","<p>  Based on exclusive RFp3 technology, each ampule instantly soothes and calms macro-exfoliated skin, speeds the reduction of visible redness and enhances skin&rsquo;s resiliency. For added cooling relief, store in the refrigerator.&nbsp; 8 ampules.</p>","jewerly","MRK101","US",,,1,,1,,,,"images/no_image_available.png","images/no_image_available.png","images/products/images4.jpg",
"AAFP052","Active","REDEFINE MACRO Exfoliator™ Filter Pads","P0000000",5,5,"A year supply of filter pads for replacement after weekly MACRO Exfoliator use.","<p>  A year supply of filter pads for replacement after weekly MACRO Exfoliator use.</p> <p>  The MACRO Exfoliator utilizes a dual-filtration system for capturing the skin cells removed by the exfoliation tip. This white filter captures larger particles while a removable filter pad located at the bottom of the white filter captures smaller particles. Set of 52 filters.</p>","jewerly","MRK101","US",,,1,,1,,,,"images/no_image_available.png","images/no_image_available.png",,
"AAMERF2","Active","REDEFINE MACRO Exfoliator™ Filters","P0000000",10,10,"Replacement filters for your MACRO Exfoliator.","<p>  Replacement filters for your MACRO Exfoliator.</p> <p>  The MACRO Exfoliator utilizes a dual-filtration system for capturing the skin cells removed by the exfoliation tip. This white filter captures larger particles while a removable filter pad located at the bottom of the white filter captures smaller particles. Set of 2 filters.</p>","jewerly","SPC100","US",,,1,,1,,,"red","images/no_image_available.png","images/no_image_available.png",,
"AAMERT5","Active","REDEFINE MACRO Exfoliator™ Tips","P0000000",20,20,"Stainless steel tips made of uniform diamond particles are the gold standard for providing professional-level exfoliation benefits.","<p>  Stainless steel tips made of uniform diamond particles are the gold standard for providing professional-level exfoliation benefits. Safely allow customers and prospects to experience the REDEFINE MACRO Exfoliator using these additional diamond tips. Set of 5 tips.</p>","jewerly","ANT102","US",,,1,,1,,,"blue","images/no_image_available.png","images/no_image_available.png",,
"AARFC05","Active","Rodan + Fields Charms Set (5-Pack)","P0000000",12.5,12.5,"Rodan + Fields custom charms to share with prospects.","<p>  <span style=""font-size: 11pt; line-height: 115%; font-family: Calibri, sans-serif; background-position: initial initial; background-repeat: initial initial;"">Rodan + Fields custom charms to share with prospects. Set of two charms - REDEFINE Regimen bag and RF monogram - clip onto key ring or handbag/briefcase. Two charms per set, 5 sets per bag.</span></p>","jewerly","MRK101","US",,,0,,1,,,"green","images/no_image_available.png","images/no_image_available.png",,
"AARRME1","Active","Aging REDEFINED Special","P0000000",284,284,"Take five minutes, once a week, for younger-looking skin. Now, when you add a REDEFINE MACRO Exfoliator™ to your REDEFINE Regimen order you save 20% on the pair with our Aging REDEFINED Special.","<p>  Take five minutes, once a week, for younger-looking skin. Now, when you add a REDEFINE MACRO Exfoliator&trade; to your REDEFINE Regimen order you save 20% on the pair with our Aging REDEFINED Special. Once-a-week use of REDEFINE MACRO Exfoliator is an ideal way to reclaim your skin&#39;s radiant glow as you fight the visible signs of aging with daily use of your REDEFINE Regimen. The Aging REDEFINED Special is clinically proven to deliver visible results in as early as two weeks.</p> <p>  <b>The REDEFINE MACRO Exfoliator should not be used if you have the following skin conditions: broken capillaries, rosacea, eczema, psoriasis, seborrheic dermatitis, facial warts, active acne, infection, open wounds or sensitive skin. If you are unsure about your skin condition, we recommend consulting your healthcare professional before using the MACRO Exfoliator.</b></p> <p>  If the Aging REDEFINED Special is part of a PC Perks enrollment order or added to a PC Perks auto-ship order, the subsequent order will be the REDEFINE Regimen and MACRO Exfoliator Cooling Gels. If the Aging REDEFINE Special is part of a CRP replenishment order, the subsequent order will be the REDEFINE MACRO Exfoliator Support Kit. Customers can change their replenishment order at any time before the order ships and will receive an e-mail confirmation notifying them of this change.</p> <p>  Aging REDEFINED Special features a full REDEFINE Regimen and REDEFINE MACRO Exfoliator: Daily Cleansing Mask 125 mL/4.2 Fl.Oz., Pore Minimizing Toner 125 mL/4.2 Fl.Oz., Triple Defense Treatment SPF 30 30 mL/1.0 Fl.Oz., Overnight Restorative Cream 30 mL/1.0 Fl.Oz, Rechargeable MACRO Exfoliator, MACRO Exfoliator Cooling Gels (8 Gels, 2 mL each), Charging Base, AC Adaptor, User Guide, Quick Start Guide, Tip Cleaning Brush, Spare Exfoliation Filter, Spare Filter Pads (52 pads), Filter Pad Tweezers.</p>","jewerly",,"US",,,1,,1,,,"red","images/no_image_available.png","images/no_image_available.png",,
"RBDS004","Active","Regimen Bag Display Set","P0000000",5,5,"Showcase the breadth of the Rodan + Fields product line at your next event with these display regimen bags.","<p>  Showcase the breadth of the Rodan + Fields&reg; product line at your next event with these display regimen bags. Set includes one regimen bag for REDEFINE, REVERSE, SOOTHE and UNBLEMISH. Each bag arrives flat and in perfect condition to display to guests.<br />  <br />  Each regimen bag is 6&rdquo; x 9.5&rdquo;. Item not eligible to add to your CRP replenishment order, available while supplies last.</p>","jewerly","ANT102","US",,,1,,1,,,"blue","images/no_image_available.png","images/no_image_available.png",,
"KABU005","Active","ENHANCEMENTS Mini Mineral Peptides Brush – 5 Pack","P0000000",10,10,"Mini kabuki brushes are perfect for giveaways and/or demonstrations.","<p>  Mini kabuki brushes are perfect for giveaways and/or demonstrations. These anti-bacterial brushes are specially designed for smooth, natural-looking application of ENHANCEMENTS Mineral Peptides SPF 20. Constructed of synthetic kabuki hairs. This set includes five mini kabuki brushes.</p> <p>  Item not eligible to add to your CRP replenishment order; available while supplies last.</p>","jewerly","MRK101","US",,,1,,1,,"gold","green","images/no_image_available.png","images/no_image_available.png",,
"DCKLB01","Active","Rodan + Fields Lunch Box","PS050116",15,15,"Lunch on the go for your little ones has never looked so smart with this Rodan + Fields lunch box.","<p>  Lunch on-the-go for your little ones has never looked so smart with this Rodan + Fields Lunch Box. This tin lunch box measures 6.75&rdquo; x 7&rdquo; x 4.&rdquo;</p> <p>  Item not eligible to add to your CRP replenishment order; available while supplies last.</p>","jewerly","ANT102","US",,,1,,1,,"silver",,"images/no_image_available.png","images/no_image_available.png",,
"TOTEB01","Active","Rodan + Fields Beach Tote","PC040100",30,30,"You’ve got summer in the bag with this Rodan + Fields Beach Tote.","<p>  You&rsquo;ve got summer in the bag with this Rodan + Fields Beach Tote. Measuring 20&rdquo; x 16&rdquo; x 6&rdquo;, this durable plastic, waterproof tote is perfect for carrying all your sun-safe essentials. Also includes a detachable mini-pouch. Available in blue.</p> <p>  Item not eligible to add to your CRP replenishment order; available while supplies last.</p>","antique,strange,jewerly","HND101","US",,,1,,1,,"metal",,"images/no_image_available.png","images/no_image_available.png",,
"RVRRME1","Active","REVERSE REDEFINED Special","P0000000",276,276,"Take five minutes, once a week, for a brighter, more even-looking skin tone. Now, when you add a REDEFINE MACRO Exfoliator™ to your REVERSE Regimen order you save 20% on the pair with our REVERSE REDEFINED Special.","<p>  Take five minutes, once a week, for brighter, more even-toned skin. Now, when you add a REDEFINE MACRO Exfoliator&trade; to your REVERSE Regimen order you save 20% on the pair with our REVERSE Redefined Special. Once-a-week use of REDEFINE MACRO Exfoliator is an ideal way to reclaim your skin&#39;s radiant glow as you fight the visible signs of sun-damage with daily use of your REVERSE Regimen. This combination is clinically proven to deliver results in as early as two weeks.</p> <p>  <b>The REDEFINE MACRO Exfoliator should not be used if you have the following skin conditions: broken capillaries, rosacea, eczema, psoriasis, seborrheic dermatitis, facial warts, active acne, infection, open wounds or sensitive skin. If you are unsure about your skin condition, we recommend consulting your healthcare professional before using the MACRO Exfoliator.</b></p> <p>  If the REVERSE Redefined Special is part of a PC Perks enrollment order or added to a PC Perks auto-ship order, the subsequent order will be the REVERSE Regimen and MACRO Exfoliator Cooling Gels. If the REVERSE Redefined Special is part of a CRP replenishment order, the subsequent order will be the REDEFINE MACRO Exfoliator Support Kit. Customers can change their replenishment order at any time before the order ships and will receive an e-mail confirmation notifying them of this change.</p> <p>  <a>REVERSE Redefined</a> Special features a full REVERSE Regimen and REDEFINE MACRO Exfoliator: Deep Exfoliating Wash 125 mL/4.2 Fl.Oz., Intensive Brightening Toner 125 mL/4.2 Fl.Oz., Dual Active Brightening Complex (two formulas, 25 mL/ 0.85 Fl.Oz. each), and REVERSE Broad Spectrum SPF 50+ Sunscreen 50 mL/1.7 Fl.Oz., Rechargeable MACRO Exfoliator, MACRO Exfoliator Cooling Gels (8 Gels, 2 mL each), Charging Base, AC Adaptor, User Guide, Quick Start Guide, Tip Cleaning Brush, Spare Exfoliation Filter, Spare Filter Pads (52 Pads), Filter Pad Tweezers.</p>","antique","ANT103","US",,,1,,1,,,,"images/no_image_available.png","images/no_image_available.png",,
"UNSPME1","Active","UNBLEMISH REDEFINED Special","P0000000",264,264,"Take five minutes, once a week, for clearer, smoother skin. Now, when you add a REDEFINE MACRO Exfoliator™ to your UNBLEMISH Regimen order you save 20% on the pair with our UNBLEMISH REDEFINED Special.","<p>  Take five minutes, once a week, for clearer, smoother skin. Now, when you add a REDEFINE MACRO Exfoliator&trade; to your UNBLEMISH Regimen order you save 20% on the pair with our UNBLEMISH REDEFINED Special. If you&#39;re not experiencing active breakouts, but have acne prone skin or post-acne marks, once-a-week use of the REDEFINE MACRO Exfoliator is an ideal way to reclaim your skin&#39;s radiant glow as you keep breakouts at bay with daily use of your UNBLEMISH Regimen. The UNBLEMISH REDEFINED Special is clinically proven to deliver visible results in as early as two weeks.</p> <p>  <b>The REDEFINE MACRO Exfoliator should not be used if you have the following skin conditions: broken capillaries, rosacea, eczema, psoriasis, seborrheic dermatitis, facial warts, active acne, infection, open wounds or sensitive skin. If you are unsure about your skin condition, we recommend consulting your healthcare professional before using the MACRO Exfoliator.</b></p> <p>  If the UNBLEMISH REDEFINED Special is part of a PC Perks enrollment order or added to a PC Perks auto-ship order, the subsequent order will be the UNBLEMISH Regimen and MACRO Exfoliator Cooling Gels. If the UNBLEMISH REDEFINED Special is part of a CRP replenishment order, the subsequent order will be the REDEFINE MACRO Exfoliator Support Kit. Customers can change their replenishment order at any time before the order ships and will receive an e-mail confirmation notifying them of this change.</p> <p>  UNBLEMISH REDEFINED Special features full UNBLEMISH Regimen and REDEFINE MACRO Exfoliator: Acne Treatment Sulfur Wash 125 mL/4.2 Fl.Oz., Spot Fading Toner 125 mL/4.2 Fl.Oz. OR Clarifying Toner 125 mL/4.2 Fl.Oz., Dual Intensive Acne Treatment 2 x 15 mL/.5 Fl.Oz., and Oil Control Lotion SPF 20 30 mL/1 Fl.Oz., Rechargeable MACRO Exfoliator, MACRO Exfoliator Cooling Gels (8 Gels, 2 mL each), Charging Base, AC Adaptor, User Guide, Quick Start Guide, Tip Cleaning Brush, Spare Exfoliation Filter, Spare Filter Pads (52 Pads), Filter Pad Tweezers.</p>","antique",,"US",,,1,,1,,,,"images/no_image_available.png","images/no_image_available.png",,
"UNCLME1","Active","UNBLEMISH REDEFINED Special","P0000000",264,264,"Take five minutes, once a week, for clearer, smoother skin. Now, when you add a REDEFINE MACRO Exfoliator™ to your UNBLEMISH Regimen order you save 20% on the pair with our UNBLEMISH REDEFINED Special.","<p>  Take five minutes, once a week, for clearer, smoother skin. Now, when you add a REDEFINE MACRO Exfoliator&trade; to your UNBLEMISH Regimen order you save 20% on the pair with our UNBLEMISH REDEFINED Special. If you&#39;re not experiencing active breakouts, but have acne prone skin or post-acne marks, once-a-week use of the REDEFINE MACRO Exfoliator is an ideal way to reclaim your skin&#39;s radiant glow as you keep breakouts at bay with daily use of your UNBLEMISH Regimen. The UNBLEMISH REDEFINED Special is clinically proven to deliver visible results in as early as two weeks.</p> <p>  <b>The REDEFINE MACRO Exfoliator should not be used if you have the following skin conditions: broken capillaries, rosacea, eczema, psoriasis, seborrheic dermatitis, facial warts, active acne, infection, open wounds or sensitive skin. If you are unsure about your skin condition, we recommend consulting your healthcare professional before using the MACRO Exfoliator.</b></p> <p>  If the UNBLEMISH REDEFINED Special is part of a PC Perks enrollment order or added to a PC Perks auto-ship order, the subsequent order will be the UNBLEMISH Regimen and MACRO Exfoliator Cooling Gels. If the UNBLEMISH REDEFINED Special is part of a CRP replenishment order, the subsequent order will be the REDEFINE MACRO Exfoliator Support Kit. Customers can change their replenishment order at any time before the order ships and will receive an e-mail confirmation notifying them of this change.</p> <p>  UNBLEMISH REDEFINED Special features full UNBLEMISH Regimen and REDEFINE MACRO Exfoliator: Acne Treatment Sulfur Wash 125 mL/4.2 Fl.Oz., Spot Fading Toner 125 mL/4.2 Fl.Oz. OR Clarifying Toner 125 mL/4.2 Fl.Oz., Dual Intensive Acne Treatment 2 x 15 mL/.5 Fl.Oz., and Oil Control Lotion SPF 20 30 mL/1 Fl.Oz., Rechargeable MACRO Exfoliator, MACRO Exfoliator Cooling Gels (8 Gels, 2 mL each), Charging Base, AC Adaptor, User Guide, Quick Start Guide, Tip Cleaning Brush, Spare Exfoliation Filter, Spare Filter Pads (52 Pads), Filter Pad Tweezers.</p>","antique",,"US",,,1,,1,,,,"images/no_image_available.png","images/no_image_available.png","images/products/images4.jpg",
"UNME","Active","UNBLEMISH REDEFINED Special","P0000000",264,264,"Take five minutes, once a week, for clearer, smoother skin. Now, when you add a REDEFINE MACRO Exfoliator™ to your UNBLEMISH Regimen order you save 20% on the pair with our UNBLEMISH REDEFINED Special.","<p>  Take five minutes, once a week, for clearer, smoother skin. Now, when you add a REDEFINE MACRO Exfoliator&trade; to your UNBLEMISH Regimen order you save 20% on the pair with our UNBLEMISH REDEFINED Special. If you&#39;re not experiencing active breakouts, but have acne prone skin or post-acne marks, once-a-week use of the REDEFINE MACRO Exfoliator is an ideal way to reclaim your skin&#39;s radiant glow as you keep breakouts at bay with daily use of your UNBLEMISH Regimen. The UNBLEMISH REDEFINED Special is clinically proven to deliver visible results in as early as two weeks.</p> <p>  <b>The REDEFINE MACRO Exfoliator should not be used if you have the following skin conditions: broken capillaries, rosacea, eczema, psoriasis, seborrheic dermatitis, facial warts, active acne, infection, open wounds or sensitive skin. If you are unsure about your skin condition, we recommend consulting your healthcare professional before using the MACRO Exfoliator.</b></p> <p>  If the UNBLEMISH REDEFINED Special is part of a PC Perks enrollment order or added to a PC Perks auto-ship order, the subsequent order will be the UNBLEMISH Regimen and MACRO Exfoliator Cooling Gels. If the UNBLEMISH REDEFINED Special is part of a CRP replenishment order, the subsequent order will be the REDEFINE MACRO Exfoliator Support Kit. Customers can change their replenishment order at any time before the order ships and will receive an e-mail confirmation notifying them of this change.</p> <p>  UNBLEMISH REDEFINED Special features full UNBLEMISH Regimen and REDEFINE MACRO Exfoliator: Acne Treatment Sulfur Wash 125 mL/4.2 Fl.Oz., Spot Fading Toner 125 mL/4.2 Fl.Oz. OR Clarifying Toner 125 mL/4.2 Fl.Oz., Dual Intensive Acne Treatment 2 x 15 mL/.5 Fl.Oz., and Oil Control Lotion SPF 20 30 mL/1 Fl.Oz., Rechargeable MACRO Exfoliator, MACRO Exfoliator Cooling Gels (8 Gels, 2 mL each), Charging Base, AC Adaptor, User Guide, Quick Start Guide, Tip Cleaning Brush, Spare Exfoliation Filter, Spare Filter Pads (52 Pads), Filter Pad Tweezers.</p>","antique","ANT101,MRK101","US",,,1,,1,,,,"images/no_image_available.png","images/no_image_available.png",,
"MIMAG05","Active","REDEFINE Product Mini-Catalog – 5 Pack","P0000000",5,5,"Mini-Catalog showcasing our REDEFINE product line.","<p>  The Rodan + Fields REDEFINE Product Catalog showcasing the REDEFINE product philosophy, MACRO Exfoliator&trade; and AMP MD&trade; System, with details on the entire product line.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;</p> <p>  Pack includes five mini-catalogs, each measuring 7&rdquo; x 10&rdquo;. Item not eligible to add to your CRP replenishment order; available while supplies last.</p>","antique","ANT102","US",,,1,,1,,,,"images/no_image_available.png","images/no_image_available.png",,
"RIAM025","Active","REDEFINE AMP MD™ System Brochure – 25 Pack","P0000000",5,5,"This detailed tri-fold brochure contains in-depth information about the Rodan + Fields REDEFINE AMP MD™ System, including how the system works, how to get started, tips from the Doctors and supplemental product recommendations.","<p>  This detailed tri-fold brochure contains in-depth information about the Rodan + Fields REDEFINE AMP MD System, including how the system works, how to get started, tips from the Doctors and supplemental product recommendations.&nbsp; One brochure is included in each REDEFINE AMP MD System order.</p> <p>  Available in packs of 25, these brochures are great for explaining the details of the REDEFINE AMP MD System and how new Customers or Consultants can get started. Item not eligible to add to your CRP replenishment order; available while supplies last.</p>","antique",,"US",,,0,,1,,,,"images/no_image_available.png","images/no_image_available.png",,
"RVWA125","Active","REVERSE Deep Exfoliating Wash","P0000000",30,30,"Cleanses and refines sun-damaged and dull complexions with a multi-mechanism exfoliator.","<p>  REVERSE Deep Exfoliating Wash is a multi-mechanism exfoliater that simultaneously cleanses and refines sun damaged, blotchy complexions. Alpha hydroxy acids loosen old, dull skin cells so that tiny polyethylene beads can effectively sweep them away. With a fresh, polished surface, skin is instantly brighter and ready to receive the benefits of the medicines delivered in the subsequent steps of the regimen. 125 mL/4.2 Fl.Oz.</p>","antique,jewerly","HND101","US",,,1,,1,,,,"images/no_image_available.png","images/no_image_available.png",,
"AAPRS01","Active","REDEFINE AMP It Up Special","P0000000",241,241,"AMP up your REDEFINE daily skincare routine for a firmer, more youthful appearance. Now when you add a REDEFINE AMP MD™ System to your REDEFINE Regimen order you save 20% on the pair with our REDEFINE AMP It Up Special.","<p>  AMP up your REDEFINE daily skincare routine, for a firmer, more youthful appearance. Now when you add a REDEFINE AMP MD&trade; System to your REDEFINE Regimen order you save 20% on the pair with our REDEFINE AMP It Up Special. The AMP MD Micro-Exfoliating Roller utilizes micro-exfoliation to improve the tone and texture of the complexion as skin responds to the contact of the micro-needle tips. When used nightly with the REDEFINE Regimen and Night Renewing Serum, the result is firmer, younger-looking skin.</p> <p>  <b>The AMP MD Micro-Exfoliating Roller is for individual use only. Do not use on eyes, open wounds, or irritated, infected or sensitive skin. Keep out of reach of children.</b></p> <p>  If the AMP It Up Special is part of a PC Perks enrollment order or added to a PC Perks or CRP replenishment order, the subsequent order will be the REDEFINE Regimen. Customers can change their replenishment order at any time before the order ships and will receive an e-mail confirmation notifying them of this change.</p> <p>  REDEFINE AMP It Up Special features a full REDEFINE Regimen and AMP MD System: Daily Cleansing Mask 125 mL/4.2 Fl.Oz., Pore Minimizing Toner 125 mL/4.2 Fl.Oz., Triple Defense Treatment SPF 30 30 mL/1.0 Fl.Oz., Overnight Restorative Cream 30 mL/1.0 Fl.Oz., AMP MD Micro-Exfoliating Roller, Night Renewing Serum (60 Capsules), Cleansing Vial and Purification Tablets (16 Tablets).</p>","antique","HND102","US",,,1,,1,,,,"images/no_image_available.png","images/no_image_available.png","images/products/DSC00751.JPG",
"AAJGS01","Active","REDEFINE Power Pack","P0000000",409,409,"Get professional level results, no appointment necessary, with our REDEFINE Regimen and patent-pending skincare tools. Now when you add a REDEFINE MACRO Exfoliator™ and AMP MD™ System to your REDEFINE Regimen order you save 20% on the collection.","<p>  Get professional level results, no appointment necessary, with our REDEFINE Regimen and patent-pending skincare tools. Now when you add a REDEFINE MACRO Exfoliator&trade; and AMP MD&trade; System to your REDEFINE Regimen order you save 20% on the collection. Clinically proven to improve the appearance of lines, wrinkles and loss of firmness faster when used together, the REDEFINE Power Pack delivers real, visible results &hellip; you&rsquo;ll see it for yourself.&nbsp;</p> <p>  <b>The REDEFINE MACRO Exfoliator should not be used if you have the following skin conditions: broken capillaries, rosacea, eczema, psoriasis, seborrheic dermatitis, facial warts, active acne, infection, open wounds or sensitive skin. If you are unsure about your skin condition, we recommend consulting your healthcare professional before using the MACRO Exfoliator.</b></p> <p>  <b>The AMP MD Micro-Exfoliating Roller is for individual use only. Do not use on eyes, open wounds, or irritated, infected or sensitive skin. Keep out of reach of children.</b></p> <p>  If the REDEFINE Power Pack is part of a PC Perks enrollment order or added to a PC Perks or CRP replenishment order, the subsequent order will be the REDEFINE Regimen. Customers can change their replenishment order at any time before the order ships and will receive an e-mail confirmation notifying them of this change.</p> <p>  For best results, use REDEFINE Daily Cleansing Mask, Pore Minimizing Toner and Triple Defense Treatment in the morning. Replace Triple Defense Treatment with Overnight Restorative Cream as the last step of the regimen in the evening. To reveal your smoothest, freshest-looking skin, incorporate the REDEFINE MACRO Exfoliator into your nighttime skincare routine once per week. For a firmer looking appearance, incorporate the AMP MD System into your nighttime skincare routine. The AMP MD System should not be used on the same day you macro-exfoliate.</p> <p>  REDEFINE Power Pack features a full REDEFINE Regimen, MACRO Exfoliator and AMP MD System: Daily Cleansing Mask 125 mL/4.2 Fl.Oz., Pore Minimizing Toner 125 mL/4.2 Fl.Oz., Triple Defense Treatment SPF 30 30 mL/1.0 Fl.Oz., Overnight Restorative Cream 30 mL/1.0 Fl.Oz., Rechargeable MACRO Exfoliator, MACRO Exfoliator Cooling Gels (8 Gels, 2 mL each), Charging Base, AC Adaptor, User Guide, Quick Start Guide, Tip Cleaning Brush, Spare Exfoliation Filter, Spare Filter Pads (52 Pads), Filter Pad Tweezers, AMP MD Micro-Exfoliating Roller, Night Renewing Serum (60 Capsules), Cleansing Vial and Purification Tablets (16 Tablets).</p>","antique","ANT101","US",,,0,,1,,,,"images/no_image_available.png","images/no_image_available.png",,
"GWPDP01","Active","GWP Drop Card","ON020000",,,"Gift with Purchase Drop Card","Gift with Purchase Drop Card","antique","MRK101","US",,,1,,1,,,,"images/no_image_available.png","images/no_image_available.png",,
"RVTG125","Active","REVERSE Intensive Brightening Toner","P0000000",35,35,"Delivers a proprietary blend of kojic acid, antioxidants, salicylic acid and licorice to brighten skin, fade the appearance of discoloration and reveal a more radiant complexion.","<p>  REVERSE Intensive Brightening Toner delivers a proprietary blend of kojic acid, antioxidants, salicylic acid and licorice to brighten skin, fade the appearance of discoloration and reveal a more radiant complexion. 125 mL/4.2 Fl.Oz.</p>","antique,strange",,"US",,,1,,1,,,,"images/no_image_available.png","images/no_image_available.png",,
"RVTTG50","Active","REVERSE Dual Active Brightening Complex","P0000000",70,70,"Features vitamin C and retinol, to enhance skin brightening while diminishing the look of fine lines and wrinkles, along with kojic acid and licorice to improve the appearance of uneven skin tone over time.","<p>  REVERSE Dual Active Brightening Complex features vitamin C and retinol, to enhance skin brightening while diminishing the look of fine lines and wrinkles, along with kojic acid and licorice to improve the appearance of uneven skin tone over time. Dual-tube packaging ensures maximum product efficacy. By layering REVERSE Dual Active Brightening Complex over REVERSE Intensive Brightening Toner, uniform brightening of the skin is optimized. 2 x 25 mL/0.85 Fl.Oz.</p>","antique",,"US",,,1,,1,,,,"images/no_image_available.png","images/no_image_available.png",,
"RVRGG01","Active","REVERSE Regimen for the Appearance of Brown Spots, Dullness and Discoloration","P0000000",135,135,"Exfoliates, visibly brightens and defends against UVA/UVB rays for a long-term solution for a radiant complexion.","<p>  Clean the slate and see a brighter future for your skin. Exposure to the sun and the environment can leave you with less-than-youthful skin. Erase the appearance of premature aging, including brown spots, dullness and discoloration with REVERSE. REVERSE Regimen exfoliates, visibly brightens, reduces the appearance of fine lines and wrinkles and defends against sun exposure for a long-term solution for a radiant complexion. The REVERSE Regimen features four full-size products: Deep Exfoliating Wash 125 mL/4.2 Fl.Oz.; Intensive Brightening Toner 125 mL/4.2 Fl.Oz.; Dual Active Brightening Complex&nbsp; 2 x 25 mL/0.85 Fl.Oz.; and Broad Spectrum SPF 50+ Sunscreen 50 mL/1.7 Fl.Oz.</p>","antique","ANT102","US",,,1,,1,,,"red","images/no_image_available.png","images/no_image_available.png",,
"RVSA001","Active","REVERSE Skin Lightening Accelerator Pack","P0000000",75,75,"Formulas contain 2% hydroquinone to quickly address persistent discoloration to optimize skin brightening.","<p>  REVERSE Skin Lightening Accelerator Pack combines cosmetic and OTC ingredients to visibly diminish stubborn brown spots and patches, including melasma, for a more radiant, even-toned skin. Formulas contain 2% hydroquinone to quickly address persistent discoloration to optimize skin brightening. Features two full-size products: Skin Lightening Toner 125 mL/4.2 Fl.Oz.; Skin Lightening Treatment 50 mL/1.7 Fl.Oz.</p>","antique,jewerly",,"US",,,1,,1,,,"blue","images/no_image_available.png","images/no_image_available.png",,
"RVRGS01","Active","REVERSE Regimen for the Appearance of Brown Spots, Dullness and Discoloration","P0000000",135,135,"Exfoliates, visibly brightens and defends against UVA/UVB rays for a long-term solution for a radiant complexion.","<p>  Clean the slate and see a brighter future for your skin. Exposure to the sun and the environment can leave you with less-than-youthful skin. Erase the appearance of premature aging, including brown spots, dullness and discoloration with REVERSE. REVERSE Regimen exfoliates, visibly brightens, reduces the appearance of fine lines and wrinkles and defends against sun exposure for a long-term solution for a radiant complexion. The REVERSE Regimen features four full-size products: Deep Exfoliating Wash 125 mL/4.2 Fl.Oz.; Intensive Brightening Toner 125 mL/4.2 Fl.Oz.; Dual Active Brightening Complex&nbsp; 2 x 25 mL/0.85 Fl.Oz.; and Broad Spectrum SPF 50+ Sunscreen 50 mL/1.7 Fl.Oz.</p>","antique","MRK101","US",,,0,,1,,"gold","green","images/no_image_available.png","images/no_image_available.png",,
"RVTBS01","Active","REVERSE Intensive Brightening Toner","P0000000",35,35,"Delivers a proprietary blend of kojic acid, antioxidants, salicylic acid and licorice to brighten skin, fade the appearance of discoloration and reveal a more radiant complexion.","<p>  REVERSE Intensive Brightening Toner delivers a proprietary blend of kojic acid, antioxidants, salicylic acid and licorice to brighten skin, fade the appearance of discoloration and reveal a more radiant complexion. 125 mL/4.2 Fl.Oz.</p>","antique","MRK101","US",,,1,,1,,"silver","red","images/no_image_available.png","images/no_image_available.png",,
"RVBBS01","Active","REVERSE Dual Active Brightening Complex","P0000000",70,70,"Features pure vitamin C and retinol, to enhance skin brightening while diminishing the look of fine lines and wrinkles, along with kojic acid and licorice to improve the appearance of uneven skin tone over time.","<p>  REVERSE Dual Active Brightening Complex features pure vitamin C and retinol, to enhance skin brightening while diminishing the look of fine lines and wrinkles, along with kojic acid and licorice to improve the appearance of uneven skin tone over time. Dual-tube packaging ensures maximum product efficacy. By layering REVERSE Dual Active Brightening Complex over REVERSE Intensive Brightening Toner, uniform brightening of the skin is optimized. 2 x 25 mL/0.85 Fl.Oz.</p>","antique","HND101","US",,,1,,1,,"metal","blue","images/no_image_available.png","images/no_image_available.png","images/products/DSC00751.JPG",
